Abundance,1000IBD00135,1000IBD00599,1000IBD00046,1000IBD00556,1000IBD00269,1000IBD00563,1000IBD00689,1000IBD00613,1000IBD00680,1000IBD00060,1000IBD00407,1000IBD00610,1000IBD00132,1000IBD00670,1000IBD00565,1000IBD00682,1000IBD00017,1000IBD00256,1000IBD00577,1000IBD00387,1000IBD00053,1000IBD00645,1000IBD00121
f__Sphingomonadaceae,,,,,,,0.13642,0,0,0,0,0,0,0,0,0.05938,0,0,0.09574,0.10052,0,0,0
f__FGB3529,,,,,,,0.13336,0.10309,0.0676,0,0,0,0,0,0,0.05369,0,0,0,0,0,0,0
f__Bacillales_unclassified,,,,,,,0.07871,0,0.02004,0,0.15772,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB1213,,,,,,,0.05062,0,0,0,0.01767,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB76782,,,,,,,0.04922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Coprobacillaceae,,,,,,,0.02259,0,0,0,0,0,0,0,1.33204,1.33096,0,0,0,0,0,0,0
f__Bacteroidales_unclassified,,,,,,,0.01279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB76642,,,,,,,0.00465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3256,,,,,,,2.816,1.93653,0,0,0,0,1.63327,0,0,0.02086,0,0,0,0,0,0,0.27932
g__Holdemanella,,,,,,,2.80343,0.8894,2.84229,0,1.45555,0,0,0,0,3.4648,0,0,0,0,0,0,0
g__Parolsenella,,,,,,,1.44723,0,0,0,0.17583,0,0,0,0,0.32071,0,0,0,0,0,0,0
g__GGB34797,,,,,,,1.35962,0,0.54634,0,0.51521,0,0.1594,0,0,0.61489,0,0,0,0.75719,0,0,1.48434
g__Paratractidigestivibacter,,,,,,,0.95781,0,0,0,0.13202,0,0,0,0,0.10457,6.39022,0,0,0.08807,0,0,0
g__Schaalia,,,,,,,0.94183,0,0,0,0.07372,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9642,,,,,,,0.93702,0,0,0,0,0,0.22558,0,0,0,0,0,0,0,0,0,0
g__Ellagibacter,,,,,,,0.77789,0.09977,0.09409,0,0.2226,0,0,0.3139,0,0.42394,0,0,0,0.33332,0,0,0
g__Fusobacterium,,,,,,,0.73004,0,0,0,0.15978,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB4456,,,,,,,0.70004,0.11747,0,0,0,0,0,0,0,0,0.03736,0,0.02351,0,0,0,0
g__Parvimonas,,,,,,,0.46997,0,0,0,0.37631,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9707,,,,,,,0.35261,0.01609,0,0,0.0176,0,0.05474,0,0,0.04385,0,0,0,0,0,0,0.01344
g__Senegalimassilia,,,,,,,0.33958,0.04883,0.07641,0,0.11555,0,0.04994,0,0,0.51545,0,0,0.19891,0.3846,0,0,0
g__GGB9790,,,,,,,0.27686,0,0,0.55028,0,0,0,0,0,0,0,0,0.13726,0,0,0,0
g__Peptostreptococcus,,,,,,,0.25839,0,0,0,0.80155,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9781,,,,,,,0.23282,0,0,0,0.27957,0,0,0,0,0,0,0,0,0.00316,0,0,0.00853
g__GGB3005,,,,,,,0.20732,0,0,0,0,0,0,0,0,0,0,0,0.00287,0,0,0,0.02409
g__GGB9766,,,,,,,0.15851,0,0,0,0,0,0.01373,0,0,0,0,0,0,0,0,0,0
g__GGB9759,,,,,,,0.13642,0,0,0,0,0,0,0,0,0.05938,0,0,0.09574,0.10052,0,0,0
g__GGB3570,,,,,,,0.13336,0.10309,0.0676,0,0,0,0,0,0,0.05369,0,0,0,0,0,0,0
g__GGB33928,,,,,,,0.11257,0.00417,0,0,0,0,0,0,0,0.01714,0,0,0,0,0,0,0.06982
g__Faecalitalea,,,,,,,0.08194,0,0.10679,0,0.13913,0,0,0,0,0,0,0,0,0,0,0,0
g__Gemella,,,,,,,0.07871,0,0.02004,0,0.15772,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB1407,,,,,,,0.06996,0,0,0,0.38938,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9788,,,,,,,0.05062,0,0,0,0.01767,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB45596,,,,,,,0.04922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB33512,,,,,,,0.0412,0,0,0,2.3148,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9813,,,,,,,0.0398,0,0,0,0.53831,0,0,0,0,0,0,0,0,0,0,0,0
g__Coprobacillus,,,,,,,0.02259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB51959,,,,,,,0.01978,0,0.02409,0,0,0,0.01873,0,0.12412,0,0,0,0,0.25171,0,0,0
g__Bacteroidales_unclassified,,,,,,,0.01279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3175,,,,,,,0.00556,0,0,0,0,0,0,0,0,0,0,0,0,0.51577,0,0,0.07238
g__GGB3588,,,,,,,0.00541,0,0,0,0,0,0,0,0,0.03311,0,0,0,0,0,0,0
g__GGB75029,,,,,,,0.00465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Angelakisella,,,,,,,0.00414,0,0,0,0,0,0,0.01109,0,0,0,0,0,0,0.00215,0,0
s__Vescimonas_SGB15087,,,,,,,3.1127,0.18216,0,0,0,0,0.07994,0,0,0,0,0,0,0,0,0,0
s__GGB3256_SGB4303,,,,,,,2.816,1.93653,0,0,0,0,1.63327,0,0,0.02086,0,0,0,0,0,0,0.27932
s__Holdemanella_porci,,,,,,,2.74996,0.8894,2.84229,0,1.1188,0,0,0,0,2.5712,0,0,0,0,0,0,0
s__Bifidobacterium_catenulatum,,,,,,,2.24674,0.72733,0,0,0,0,0,0,0,0,0,0,0,0,0.08885,0,0
s__Parolsenella_catena,,,,,,,1.44723,0,0,0,0.17583,0,0,0,0,0.32071,0,0,0,0,0,0,0
s__GGB34797_SGB14322,,,,,,,1.33829,0,0.54634,0,0.51521,0,0.1594,0,0,0.04084,0,0,0,0.75719,0,0,1.48434
s__Coprococcus_eutactus,,,,,,,1.2579,10.13479,0,0,0.47892,0,2.53243,0,0,0,0,0,0.75153,0,0,0,0
s__GGB9760_SGB15374,,,,,,,1.08862,0,0.22976,0,0,0,0.2021,0,0,0,0,0,0,0,0,0,0.19531
s__Paratractidigestivibacter_faecalis,,,,,,,0.95781,0,0,0,0.13202,0,0,0,0,0.10457,6.39022,0,0,0.08807,0,0,0
s__Schaalia_turicensis,,,,,,,0.94183,0,0,0,0.07372,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9642_SGB15119,,,,,,,0.93702,0,0,0,0,0,0.22558,0,0,0,0,0,0,0,0,0,0
s__Ellagibacter_isourolithinifaciens,,,,,,,0.77789,0.09977,0.09409,0,0.2226,0,0,0.3139,0,0.42394,0,0,0,0.33332,0,0,0
s__Fusobacterium_gonidiaformans,,,,,,,0.73004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB4456_SGB6141,,,,,,,0.70004,0.11747,0,0,0,0,0,0,0,0,0.03736,0,0.02351,0,0,0,0
s__Slackia_isoflavoniconvertens,,,,,,,0.63879,0.23065,0.05365,0,0.09762,0,0,0.349,0,0.52554,0,0,0.1905,0.38097,0,0,0.29212
s__Oscillospiraceae_bacterium,,,,,,,0.59908,0,0,0,0,0,0,0,0,0,0,0,0.12074,0,0,0,0
s__Dialister_succinatiphilus,,,,,,,0.51547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Collinsella_bouchesdurhonensis,,,,,,,0.50226,0,0.21581,0,0.06195,0,0,0.4714,0,0.1815,0,0,0,0.0081,0,0,0
s__Streptococcus_agalactiae,,,,,,,0.48733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Parvimonas_parva,,,,,,,0.46997,0,0,0,0.37631,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacterium_SGB6276,,,,,,,0.39274,0,0,0,0,0,0,0,0,0.01484,0,0.35281,0,0.18181,0,0,0.3188
s__GGB9707_SGB15229,,,,,,,0.35261,0.01609,0,0,0.0176,0,0.05474,0,0,0.04385,0,0,0,0,0,0,0.01344
s__Coprococcus_SGB4669,,,,,,,0.32285,0,0,0,0,0,0.08592,0,0,0.03429,0,0,0.09741,0,0,0,0.11371
s__GGB9790_SGB15413,,,,,,,0.27686,0,0,0.55028,0,0,0,0,0,0,0,0,0.13726,0,0,0,0
s__Prevotella_SGB1635,,,,,,,0.25025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9781_SGB15402,,,,,,,0.23282,0,0,0,0.27957,0,0,0,0,0,0,0,0,0.00316,0,0,0.00853
s__Senegalimassilia_faecalis,,,,,,,0.21479,0,0,0,0.03601,0,0,0,0,0.28583,0,0,0,0,0,0,0
s__GGB3005_SGB3996,,,,,,,0.20732,0,0,0,0,0,0,0,0,0,0,0,0.00287,0,0,0,0.02409
s__Turicibacter_sanguinis,,,,,,,0.18923,0,0,0.06149,0.23278,0,0,0,0,0,0,0,0.00109,0,0,0,0
s__Emergencia_timonensis,,,,,,,0.16061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9766_SGB15383,,,,,,,0.15851,0,0,0,0,0,0.01373,0,0,0,0,0,0,0,0,0,0
s__Peptostreptococcus_anaerobius,,,,,,,0.14702,0,0,0,0.80155,0,0,0,0,0,0,0,0,0,0,0,0
s__Butyricimonas_faecihominis,,,,,,,0.14339,0,0,0,0.02249,0,0,0,0,0,0,0,0,0.0101,0,0,0
s__GGB9759_SGB15370,,,,,,,0.13642,0,0,0,0,0,0,0,0,0.05938,0,0,0.09574,0.10052,0,0,0
s__Phascolarctobacterium_succinatutens,,,,,,,0.13532,1.0613,0.51886,0,0,0,0,0.74317,0,0,0,0,0,0,0,0,0
s__GGB3570_SGB4777,,,,,,,0.13336,0.10309,0.0676,0,0,0,0,0,0,0.05369,0,0,0,0,0,0,0
s__Desulfovibrio_SGB5077,,,,,,,0.13326,0,0,0,0.04795,0.10632,0,0,0,0,0,0,0.07494,0.0446,0,0.631,0
s__Enterococcus_faecalis,,,,,,,0.13112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB33928_SGB15225,,,,,,,0.11257,0.00417,0,0,0,0,0,0,0,0.01714,0,0,0,0,0,0,0.06982
s__Peptostreptococcus_sp_MV1,,,,,,,0.11137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Prevotella_copri_clade_A,,,,,,,0.08618,3.89649,0,0,0.77348,0,0,0,0,0,0,0,0,0,0,36.37793,7.71914
s__Faecalitalea_cylindroides,,,,,,,0.08194,0,0.10679,0,0.13913,0,0,0,0,0,0,0,0,0,0,0,0
s__Gemella_asaccharolytica,,,,,,,0.07871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB1407_SGB1930,,,,,,,0.06996,0,0,0,0.38938,0,0,0,0,0,0,0,0,0,0,0,0
s__Senegalimassilia_anaerobia,,,,,,,0.06933,0.04883,0,0,0,0,0.04994,0,0,0.04992,0,0,0.19891,0.3846,0,0,0
s__Senegalimassilia_SGB14826,,,,,,,0.05546,0,0.07641,0,0.07954,0,0,0,0,0.1797,0,0,0,0,0,0,0
s__Holdemanella_biformis,,,,,,,0.05346,0,0,0,0.33675,0,0,0,0,0.8936,0,0,0,0,0,0,0
s__Blautia_schinkii,,,,,,,0.05268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9788_SGB15411,,,,,,,0.05062,0,0,0,0.01767,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB45596_SGB63306,,,,,,,0.04922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB33512_SGB15203,,,,,,,0.0412,0,0,0,2.3148,0,0,0,0,0,0,0,0,0,0,0,0
s__Prevotella_copri_clade_C,,,,,,,0.04009,0,0,0,0,0,0,0,0,4.88052,0,0,0,0,0,0,0
s__GGB9813_SGB15447,,,,,,,0.0398,0,0,0,0.53831,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacterium_SGB4961,,,,,,,0.03132,0,0,0,0,0,0,0,0,0.16977,0,0,0,0.12119,0,0,0
s__Mogibacterium_sp_NSJ_24,,,,,,,0.02474,0,0,0,0,0,0,0,0.05036,0,0,0,0,0,0,0,0
s__Coprobacillus_cateniformis,,,,,,,0.02259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB34797_SGB14323,,,,,,,0.02133,0,0,0,0,0,0,0,0,0.57404,0,0,0,0,0,0,0
s__GGB51959_SGB72479,,,,,,,0.01978,0,0.02409,0,0,0,0.01873,0,0.12412,0,0,0,0,0.25171,0,0,0
s__GGB9719_SGB53514,,,,,,,0.01808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bacteroidales_bacterium_KA00251,,,,,,,0.01279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Christensenellaceae_bacterium_NSJ_44,,,,,,,0.00779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Mediterraneibacter_massiliensis,,,,,,,0.00632,0,0,0,0,0,0,0,0,0.00909,0,0,0,0,0,0,0
s__GGB3175_SGB4191,,,,,,,0.00556,0,0,0,0,0,0,0,0,0,0,0,0,0.51577,0,0,0.07238
s__GGB3588_SGB4808,,,,,,,0.00541,0,0,0,0,0,0,0,0,0.03311,0,0,0,0,0,0,0
s__GGB75029_SGB47433,,,,,,,0.00465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Angelakisella_massiliensis,,,,,,,0.00414,0,0,0,0,0,0,0.01109,0,0,0,0,0,0,0.00215,0,0
s__Anaerotruncus_rubiinfantis,,,,,,,0.00105,0,0,0,0,0,0.00222,0,0,0,0,0,0,0,0,0,0
t__SGB15087,,,,,,,3.1127,0.18216,0,0,0,0,0.07994,0,0,0,0,0,0,0,0,0,0
t__SGB4303,,,,,,,2.816,1.93653,0,0,0,0,1.63327,0,0,0.02086,0,0,0,0,0,0,0.27932
t__SGB6796,,,,,,,2.74996,0.8894,2.84229,0,1.1188,0,0,0,0,2.5712,0,0,0,0,0,0,0
t__SGB17241,,,,,,,2.24674,0.72733,0,0,0,0,0,0,0,0,0,0,0,0,0.08885,0,0
t__SGB14379,,,,,,,1.44723,0,0,0,0.17583,0,0,0,0,0.32071,0,0,0,0,0,0,0
t__SGB14322,,,,,,,1.33829,0,0.54634,0,0.51521,0,0.1594,0,0,0.04084,0,0,0,0.75719,0,0,1.48434
t__SGB5117,,,,,,,1.2579,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15374,,,,,,,1.08862,0,0.22976,0,0,0,0.2021,0,0,0,0,0,0,0,0,0,0.19531
t__SGB14370,,,,,,,0.95781,0,0,0,0.13202,0,0,0,0,0.10457,6.39022,0,0,0.08807,0,0,0
t__SGB17195,,,,,,,0.94183,0,0,0,0.07372,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15119,,,,,,,0.93702,0,0,0,0,0,0.22558,0,0,0,0,0,0,0,0,0,0
t__SGB14816_group,,,,,,,0.77789,0.09977,0.09409,0,0.2226,0,0,0.3139,0,0.42394,0,0,0,0.33332,0,0,0
t__SGB5985,,,,,,,0.73004,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6141,,,,,,,0.70004,0.11747,0,0,0,0,0,0,0,0,0.03736,0,0.02351,0,0,0,0
t__SGB14773,,,,,,,0.63879,0.23065,0.05365,0,0.09762,0,0,0.349,0,0.52554,0,0,0.1905,0.38097,0,0,0.29212
t__SGB4184,,,,,,,0.59908,0,0,0,0,0,0,0,0,0,0,0,0.09642,0,0,0,0
t__SGB5818,,,,,,,0.51547,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14397,,,,,,,0.50226,0,0.21581,0,0.06195,0,0,0.4714,0,0.1815,0,0,0,0.0081,0,0,0
t__SGB8216,,,,,,,0.48733,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6648,,,,,,,0.46997,0,0,0,0.37631,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6276,,,,,,,0.39274,0,0,0,0,0,0,0,0,0.01484,0,0.35281,0,0.18181,0,0,0.3188
t__SGB15229,,,,,,,0.35261,0.01609,0,0,0.0176,0,0.05474,0,0,0.04385,0,0,0,0,0,0,0.01344
t__SGB4669,,,,,,,0.32285,0,0,0,0,0,0.08592,0,0,0.03429,0,0,0.09741,0,0,0,0.11371
t__SGB15413,,,,,,,0.27686,0,0,0.55028,0,0,0,0,0,0,0,0,0.13726,0,0,0,0
t__SGB1635,,,,,,,0.25025,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15402,,,,,,,0.23282,0,0,0,0.27957,0,0,0,0,0,0,0,0,0.00316,0,0,0.00853
t__SGB14822,,,,,,,0.21479,0,0,0,0.03601,0,0,0,0,0.28583,0,0,0,0,0,0,0
t__SGB3996,,,,,,,0.20732,0,0,0,0,0,0,0,0,0,0,0,0.00287,0,0,0,0.02409
t__SGB6846,,,,,,,0.18923,0,0,0.06149,0.23278,0,0,0,0,0,0,0,0.00109,0,0,0,0
t__SGB3970,,,,,,,0.16061,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15383,,,,,,,0.15851,0,0,0,0,0,0.01373,0,0,0,0,0,0,0,0,0,0
t__SGB746,,,,,,,0.14702,0,0,0,0.80155,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1786,,,,,,,0.14339,0,0,0,0.02249,0,0,0,0,0,0,0,0,0.0101,0,0,0
t__SGB4782,,,,,,,0.14023,0.01845,0,0.15594,0,0,0.05115,0,0,0,0,0.15027,0,0.24517,0,0,0.03356
t__SGB15370,,,,,,,0.13642,0,0,0,0,0,0,0,0,0.05938,0,0,0.09574,0.10052,0,0,0
t__SGB5763_group,,,,,,,0.13532,1.0613,0.51886,0,0,0,0,0.74317,0,0,0,0,0,0,0,0,0
t__SGB4777,,,,,,,0.13336,0.10309,0.0676,0,0,0,0,0,0,0.05369,0,0,0,0,0,0,0
t__SGB5077,,,,,,,0.13326,0,0,0,0.04795,0.10632,0,0,0,0,0,0,0.07494,0.0446,0,0.631,0
t__SGB7962,,,,,,,0.13112,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15225,,,,,,,0.11257,0.00417,0,0,0,0,0,0,0,0.01714,0,0,0,0,0,0,0.06982
t__SGB747,,,,,,,0.11137,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1626,,,,,,,0.08618,3.89649,0,0,0.77348,0,0,0,0,0,0,0,0,0,0,36.37793,7.71914
t__SGB6790,,,,,,,0.08194,0,0.10679,0,0.13913,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB7308,,,,,,,0.07871,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1930,,,,,,,0.06996,0,0,0,0.38938,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14824_group,,,,,,,0.06933,0.04883,0,0,0,0,0.04994,0,0,0.04992,0,0,0.19891,0.3846,0,0,0
t__SGB14826,,,,,,,0.05546,0,0.07641,0,0.07954,0,0,0,0,0.1797,0,0,0,0,0,0,0
t__SGB6806,,,,,,,0.05346,0,0,0,0.33675,0,0,0,0,0.8936,0,0,0,0,0,0,0
t__SGB4825,,,,,,,0.05268,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15411,,,,,,,0.05062,0,0,0,0.01767,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB63306,,,,,,,0.04922,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15203,,,,,,,0.0412,0,0,0,2.3148,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1644,,,,,,,0.04009,0,0,0,0,0,0,0,0,4.88052,0,0,0,0,0,0,0
t__SGB15447,,,,,,,0.0398,0,0,0,0.53831,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4961,,,,,,,0.03132,0,0,0,0,0,0,0,0,0.16977,0,0,0,0.12119,0,0,0
t__SGB3961,,,,,,,0.02474,0,0,0,0,0,0,0,0.05036,0,0,0,0,0,0,0,0
t__SGB6771,,,,,,,0.02259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14323,,,,,,,0.02133,0,0,0,0,0,0,0,0,0.57404,0,0,0,0,0,0,0
t__SGB72479,,,,,,,0.01978,0,0.02409,0,0,0,0.01873,0,0.12412,0,0,0,0,0.25171,0,0,0
t__SGB53514,,,,,,,0.01808,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB3324,,,,,,,0.01279,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB7265,,,,,,,0.00779,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4595,,,,,,,0.00632,0,0,0,0,0,0,0,0,0.00909,0,0,0,0,0,0,0
t__SGB4191,,,,,,,0.00556,0,0,0,0,0,0,0,0,0,0,0,0,0.51577,0,0,0.07238
t__SGB4808,,,,,,,0.00541,0,0,0,0,0,0,0,0,0.03311,0,0,0,0,0,0,0
t__SGB47433,,,,,,,0.00465,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB29321,,,,,,,0.00414,0,0,0,0,0,0,0.01109,0,0,0,0,0,0,0.00215,0,0
t__SGB25416,,,,,,,0.00105,0,0,0,0,0,0.00222,0,0,0,0,0,0,0,0,0,0
p__Tenericutes,,,,,,,,0.00093,0.04414,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB1355,,,,,,,,0.97802,0,0,0,0,0,0,0,0.05702,0,0,0,0,0,0,0
c__CFGB4405,,,,,,,,0.74855,0,0,0.08498,0,0,7.0057,0,0,0,0,0,0,0,0,0
c__CFGB13380,,,,,,,,0.2419,0,0,0,0,0,0,0,0.25521,0,0,0,0,0,0,0
c__CFGB58291,,,,,,,,0.18871,0,0,0,0,0,0,0,0.00802,0,0,0,0,0,0,0
c__CFGB9583,,,,,,,,0.16288,0,0,0,0,0,0,0,0,0,0.59089,0,0,0,0,0
c__CFGB2898,,,,,,,,0.08837,0,0,0,0,0.01029,0,0,0,0,0,0,0,0,0,0
c__CFGB2930,,,,,,,,0.08706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB72926,,,,,,,,0.04198,0,0,0.15983,0,0,0,0,0.06865,0,0,0,0,0,0,0.34942
c__Sphingobacteriia,,,,,,,,0.04173,0,0,0.03334,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB76515,,,,,,,,0.03964,0,0,0,0,0,0,0,0.04654,0,0,0,0,0,0,0
c__CFGB73223,,,,,,,,0.03344,0,0,0,0,0,0,0,0.01934,0,0,0,0,0,0,0
c__CFGB4559,,,,,,,,0.02912,0,0,0,0,0.06449,0,0,0.1233,0,0,0,0,0,0,0
c__CFGB1359,,,,,,,,0.0257,0,0,0.05605,0,0,0,0,0.01426,0,0,0,0,0,0,0
c__CFGB4862,,,,,,,,0.00093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB1355,,,,,,,,0.97802,0,0,0,0,0,0,0,0.05702,0,0,0,0,0,0,0
o__OFGB4405,,,,,,,,0.74855,0,0,0.08498,0,0,7.0057,0,0,0,0,0,0,0,0,0
o__OFGB13380,,,,,,,,0.2419,0,0,0,0,0,0,0,0.25521,0,0,0,0,0,0,0
o__OFGB58291,,,,,,,,0.18871,0,0,0,0,0,0,0,0.00802,0,0,0,0,0,0,0
o__OFGB9583,,,,,,,,0.16288,0,0,0,0,0,0,0,0,0,0.59089,0,0,0,0,0
o__OFGB2898,,,,,,,,0.08837,0,0,0,0,0.01029,0,0,0,0,0,0,0,0,0,0
o__OFGB2930,,,,,,,,0.08706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB72926,,,,,,,,0.04198,0,0,0.15983,0,0,0,0,0.06865,0,0,0,0,0,0,0.34942
o__Sphingobacteriales,,,,,,,,0.04173,0,0,0.03334,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB76515,,,,,,,,0.03964,0,0,0,0,0,0,0,0.04654,0,0,0,0,0,0,0
o__OFGB73223,,,,,,,,0.03344,0,0,0,0,0,0,0,0.01934,0,0,0,0,0,0,0
o__OFGB4559,,,,,,,,0.02912,0,0,0,0,0.06449,0,0,0.1233,0,0,0,0,0,0,0
o__OFGB1359,,,,,,,,0.0257,0,0,0.05605,0,0,0,0,0.01426,0,0,0,0,0,0,0
o__OFGB4862,,,,,,,,0.00093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB1355,,,,,,,,0.97802,0,0,0,0,0,0,0,0.05702,0,0,0,0,0,0,0
f__FGB4405,,,,,,,,0.74855,0,0,0.08498,0,0,7.0057,0,0,0,0,0,0,0,0,0
f__FGB13380,,,,,,,,0.2419,0,0,0,0,0,0,0,0.25521,0,0,0,0,0,0,0
f__FGB58291,,,,,,,,0.18871,0,0,0,0,0,0,0,0.00802,0,0,0,0,0,0,0
f__FGB9583,,,,,,,,0.16288,0,0,0,0,0,0,0,0,0,0.59089,0,0,0,0,0
f__FGB2898,,,,,,,,0.08837,0,0,0,0,0.01029,0,0,0,0,0,0,0,0,0,0
f__FGB2930,,,,,,,,0.08706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB72926,,,,,,,,0.04198,0,0,0.15983,0,0,0,0,0.06865,0,0,0,0,0,0,0.34942
f__Sphingobacteriaceae,,,,,,,,0.04173,0,0,0.03334,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB76515,,,,,,,,0.03964,0,0,0,0,0,0,0,0.04654,0,0,0,0,0,0,0
f__FGB73223,,,,,,,,0.03344,0,0,0,0,0,0,0,0.01934,0,0,0,0,0,0,0
f__FGB4559,,,,,,,,0.02912,0,0,0,0,0.06449,0,0,0.1233,0,0,0,0,0,0,0
f__FGB1359,,,,,,,,0.0257,0,0,0.05605,0,0,0,0,0.01426,0,0,0,0,0,0,0
f__FGB4862,,,,,,,,0.00093,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3306,,,,,,,,0.97802,0,0,0,0,0,0,0,0.05702,0,0,0,0,0,0,0
g__GGB13493,,,,,,,,0.82475,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB1266,,,,,,,,0.74855,0,0,0.08498,0,0,7.0057,0,0,0,0,0,0,0,0,0
g__Paraprevotella,,,,,,,,0.33404,0.18462,0,0.01456,0,0.36018,0.39074,0,0.0556,0.23787,0,0.06504,0.4075,0,0.28042,0
g__GGB4704,,,,,,,,0.2419,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9361,,,,,,,,0.23903,0.01816,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9264,,,,,,,,0.18871,0,0,0,0,0,0,0,0.00802,0,0,0,0,0,0,0
g__GGB3490,,,,,,,,0.16288,0,0,0,0,0,0,0,0,0,0.59089,0,0,0,0,0
g__GGB9210,,,,,,,,0.08837,0,0,0,0,0.01029,0,0,0,0,0,0,0,0,0,0
g__GGB9252,,,,,,,,0.08706,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9602,,,,,,,,0.07463,0,0,0,0,0,0,0,0.21411,0,0.02714,0,0,0,0,0.55281
g__GGB30455,,,,,,,,0.05976,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB79930,,,,,,,,0.05756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
