Abundance,SAMN08049831,SAMN08049826,SAMN08049839,SAMN08049838,SAMN08049841,SAMN08049829,SAMN08049824,SAMN08049834,SAMN08049836,SAMN08049837,SAMN08049828,SAMN08049822,SAMN08049820,SAMN08049840,SAMN08049827,SAMN08049821,SAMN08049830,SAMN08049832,SAMN08049825,SAMN08049833,SAMN08049823,SAMN08049835
g__GGB9815,,,,,0.01374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3032,,,,,0.0118,0,0,0,0,0,0.05904,0,0,0.04222,0,0,0,0,0,0,0,0
g__GGB6007,,,,,0.01169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01029,0,0
g__GGB9589,,,,,0.00966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Waltera,,,,,0.00954,0,0.04224,0,0.09465,1.14997,0.97511,0,0.14604,0.30047,0.19889,0.01064,0.00248,0.74178,0.016,0,0,0.77738
g__Lachnoclostridium,,,,,0.00844,0,0.01122,0.01613,0,0,0,4.21616,0,0,0,0,0.00088,0.00318,0,0.06897,0.00142,0.01361
g__GGB74463,,,,,0.00443,0,0,0,0,0.01086,0,0,0,0,0.01329,0,0,0,0,0,0,0
g__GGB6612,,,,,0.00309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06906,0.08827
g__Massiliimalia,,,,,0.00291,0,0.00974,0,0.00153,0,0,0,0,0.01067,0,0,0,0.01136,0.00053,0,0.00414,0.01747
g__Intestinimonas,,,,,0.00261,0.00067,0.00037,0,0,0,0,0.08031,0,0.13745,0.04133,0,0,0,0,0.00066,0,0.08748
g__GGB3345,,,,,0.00204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01656,0,0,0.28542
g__GGB3005,,,,,0.00198,0,0.01397,0,0,0,0,0,0,0.00762,0,0,0,0,0,0,0.01158,0.00975
g__Solibaculum,,,,,0.00128,0,0,0,0.00399,0.00383,0,0,0,0,0,0,0,0,0,0,0.00055,0.01662
g__GGB9646,,,,,0.00097,0.00317,0,0,0,0,0,0,0,0.00358,0,0,0,0,0,0,0,0.0067
g__Eggerthellaceae_unclassified,,,,,0.00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0
g__Candidatus_Gastranaerophilales_unclassified,,,,,0.00028,0,0,0,0,0,0,0,0,0.00684,0.17913,0,0,0,0,0,0,0
s__GGB51647_SGB4348,,,,,4.0278,0,0,0,0,0,0,0,0,0,0,0.25414,1.58992,2.55897,4.63113,0,0,0
s__Bifidobacterium_catenulatum,,,,,2.68245,0.20626,0,0,6.7148,0,0,0,0,0,0,0,0,0,0,0,1.09482,4.5046
s__GGB3167_SGB4181,,,,,1.81947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Ruminococcus_sp_AF41_9,,,,,0.61187,0,0.21587,0,0.03961,0,0.02579,0,0,0,0.00334,0,0,0.00367,0,0,0,0
s__GGB4605_SGB6376,,,,,0.33714,0,0,0,0.05497,0,0,0,0,0,0,0,0,0,0,0.15628,0,0
s__Vescimonas_fastidiosa,,,,,0.14357,0,0,0,0,0,0,0,0,0,0.00403,0,0,0,0,0,0,0
s__Ruminococcus_sp_AF13_28,,,,,0.11045,0,0,0,0,0,0,0,0,0,0,0.06737,0,0,0,0,0,0
s__GGB3490_SGB4664,,,,,0.04595,0,0,0,0,0,0,0,0,0,0,0.00361,0,0,0,0,0,0
s__Desulfovibrio_piger,,,,,0.03803,0,0.0468,0,0,0,0,0,0.03442,0.01934,0,0,0,0,0,0,0,0
s__Monoglobus_pectinilyticus,,,,,0.03417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04326,0
s__GGB9184_SGB14123,,,,,0.03029,0,0,1.14379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9185_SGB14124,,,,,0.02907,0,0,0,0,0,0,0,0,0,0,0,0,0.00847,0,0,0,0
s__Latilactobacillus_curvatus,,,,,0.02749,0,0,0,0.01019,0,0,0,0,0,0,0,0,0.00221,0,0,0,0
s__Adlercreutzia_muris,,,,,0.02718,0.03868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Mediterraneibacter_SGB48424,,,,,0.02619,0,0,0.00789,0,0,0,0,0,0,0,0,0,0,0,0.03631,0,0.16253
s__Bacteroides_cellulosilyticus,,,,,0.02452,0,0.00923,0,0,0,0,1.8146,0.00338,0.35072,0,0,0,0,0.24797,0,0.09169,0
s__Eubacteriales_Family_XIII_Incertae_Sedis_unclassified_SGB71368,,,,,0.02313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9501_SGB14898,,,,,0.02313,0.01377,0.03234,0,0.01226,0,0,0,0,0.01459,0,0,0,0,0,0.01328,0,0
s__GGB58485_SGB80143,,,,,0.01436,0.00285,0,0,0,0,0,0,0,8e-05,0,0,0,0,0,0,0,0
s__Clostridia_bacterium_UC5_1_1E11,,,,,0.01392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9815_SGB15449,,,,,0.01374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Streptococcus_mitis,,,,,0.01338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3032_SGB4027,,,,,0.0118,0,0,0,0,0,0.05904,0,0,0.04222,0,0,0,0,0,0,0,0
s__GGB6007_SGB8634,,,,,0.01169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01029,0,0
s__Staphylococcus_aureus,,,,,0.01023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Latilactobacillus_sakei,,,,,0.01008,0,0,0,0.0371,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9589_SGB15011,,,,,0.00966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Waltera_intestinalis,,,,,0.00954,0,0.04224,0,0.09465,1.14997,0.97511,0,0.14604,0.30047,0.19889,0.01064,0.00248,0.74178,0.016,0,0,0.77738
s__Lachnoclostridium_sp_An131,,,,,0.00844,0,0,0,0,0,0,0,0,0,0,0,0.00088,0.00318,0,0.01614,0.00142,0.00697
s__GGB9708_SGB15234,,,,,0.00777,0.00216,0,0.02757,0.00652,0.01575,0.03568,0,0.07049,0.36715,0.24597,0,0,0.56578,0.13608,0,0,0.56984
s__Clostridiaceae_bacterium_NSJ_33,,,,,0.00677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacteriales_unclassified_SGB15145,,,,,0.00621,0,0,0,0,0,0,0,0.0068,0,0,0,0,0.00594,0,0,0,0
s__Clostridiales_bacterium_VE202_01,,,,,0.00503,0.0539,0,0.01303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB74463_SGB54347,,,,,0.00443,0,0,0,0,0.01086,0,0,0,0,0.01329,0,0,0,0,0,0,0
s__Actinomyces_bouchesdurhonensis,,,,,0.00396,0,0.00881,0.04817,0.01774,0.00048,0,0,0.0011,0.01044,0,0,0,0.01334,0,0,0,0
s__Massilimicrobiota_timonensis,,,,,0.00327,0.00039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01824
s__GGB6612_SGB9346,,,,,0.00309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06906,0.08827
s__Massiliimalia_massiliensis,,,,,0.00236,0,0,0,0.00077,0,0,0,0,0.01067,0,0,0,0,0.00053,0,0,0.00157
s__GGB3345_SGB9340,,,,,0.00204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01656,0,0,0.28542
s__GGB3005_SGB3996,,,,,0.00198,0,0.01397,0,0,0,0,0,0,0.00762,0,0,0,0,0,0,0.01158,0.00975
s__Intestinimonas_massiliensis,,,,,0.00165,0,0,0,0,0,0,0,0,0.01694,0.03847,0,0,0,0,0,0,0.08748
s__Solibaculum_mannosilyticum,,,,,0.00128,0,0,0,0.00399,0.00383,0,0,0,0,0,0,0,0,0,0,0.00055,0.01662
s__GGB9646_SGB15123,,,,,0.00097,0.00317,0,0,0,0,0,0,0,0.00358,0,0,0,0,0,0,0,0.0067
s__Intestinimonas_gabonensis,,,,,0.00096,0,0,0,0,0,0,0,0,0,0.00286,0,0,0,0,0,0,0
s__Oscillibacter_sp_PC13,,,,,0.00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249
s__Massiliimalia_timonensis,,,,,0.00055,0,0.00974,0,0.00076,0,0,0,0,0,0,0,0,0.01136,0,0,0.00414,0.0159
s__Eggerthellaceae_bacterium,,,,,0.00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0
s__Streptococcus_SGB14888,,,,,0.00035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Candidatus_Gastranaerophilales_bacterium,,,,,0.00028,0,0,0,0,0,0,0,0,0.00684,0.17913,0,0,0,0,0,0,0
t__SGB4348,,,,,4.0278,0,0,0,0,0,0,0,0,0,0,0.25414,1.58992,2.55897,4.63113,0,0,0
t__SGB17241,,,,,2.68245,0.20626,0,0,6.7148,0,0,0,0,0,0,0,0,0,0,0,1.09482,4.5046
t__SGB4181,,,,,1.81947,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB25497,,,,,0.61187,0,0.21587,0,0.03961,0,0.02579,0,0,0,0.00334,0,0,0.00367,0,0,0,0
t__SGB6376,,,,,0.33714,0,0,0,0.05497,0,0,0,0,0,0,0,0,0,0,0.15628,0,0
t__SGB14798,,,,,0.20715,0,0.01437,0,0.21608,0,0.05619,0,0,0,0.09737,0,0.09885,0.03061,0.13471,0,0,0.03125
t__SGB15085,,,,,0.14357,0,0,0,0,0,0,0,0,0,0.00403,0,0,0,0,0,0,0
t__SGB4834,,,,,0.11045,0,0,0,0,0,0,0,0,0,0,0.06737,0,0,0,0,0,0
t__SGB4664,,,,,0.04595,0,0,0,0,0,0,0,0,0,0,0.00361,0,0,0,0,0,0
t__SGB15467,,,,,0.03803,0,0.0468,0,0,0,0,0,0.03442,0.01934,0,0,0,0,0,0,0,0
t__SGB4166,,,,,0.03417,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04326,0
t__SGB14123,,,,,0.03029,0,0,1.14379,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14124,,,,,0.02907,0,0,0,0,0,0,0,0,0,0,0,0,0.00847,0,0,0,0
t__SGB7249,,,,,0.02749,0,0,0,0.01019,0,0,0,0,0,0,0,0,0.00221,0,0,0,0
t__SGB33553,,,,,0.02718,0.03868,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB48424,,,,,0.02619,0,0,0.00789,0,0,0,0,0,0,0,0,0,0,0,0.03631,0,0.16253
t__SGB1844,,,,,0.02452,0,0.00923,0,0,0,0,1.8146,0.00338,0.35072,0,0,0,0,0.24797,0,0.09169,0
t__SGB14898,,,,,0.02313,0.01377,0.03234,0,0.01226,0,0,0,0,0.01459,0,0,0,0,0,0.01328,0,0
t__SGB71368,,,,,0.02313,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB80143,,,,,0.01436,0.00285,0,0,0,0,0,0,0,8e-05,0,0,0,0,0,0,0,0
t__SGB14895,,,,,0.01392,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15449,,,,,0.01374,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB8168,,,,,0.01338,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4027,,,,,0.0118,0,0,0,0,0,0.05904,0,0,0.04222,0,0,0,0,0,0,0,0
t__SGB8634,,,,,0.01169,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01029,0,0
t__SGB7852,,,,,0.01023,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB7248,,,,,0.01008,0,0,0,0.0371,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15011,,,,,0.00966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4910,,,,,0.00954,0,0.04224,0,0.09465,1.14997,0.97511,0,0.14604,0.30047,0.19889,0.01064,0.00248,0.74178,0.016,0,0,0.77738
t__SGB4775,,,,,0.00844,0,0,0,0,0,0,0,0,0,0,0,0.00088,0.00318,0,0.01614,0.00142,0.00697
t__SGB15234,,,,,0.00777,0.00216,0,0.02757,0.00652,0.01575,0.03568,0,0.07049,0.36715,0.24597,0,0,0.56578,0.13608,0,0,0.56984
t__SGB25547,,,,,0.00677,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4810,,,,,0.00642,0.32456,0.17905,0,0.02676,0,0,0,0,0,0.02575,0.06178,0,0,0.34161,0,0,0
t__SGB15145,,,,,0.00621,0,0,0,0,0,0,0,0.0068,0,0,0,0,0.00594,0,0,0,0
t__SGB6749,,,,,0.00503,0.0539,0,0.01303,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB54347,,,,,0.00443,0,0,0,0,0.01086,0,0,0,0,0.01329,0,0,0,0,0,0,0
t__SGB17152,,,,,0.00396,0,0.00881,0.04817,0.01774,0.00048,0,0,0.0011,0.01044,0,0,0,0.01334,0,0,0,0
t__SGB6767,,,,,0.00327,0.00039,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01824
t__SGB9346,,,,,0.00309,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06906,0.08827
t__SGB29347,,,,,0.00236,0,0,0,0.00077,0,0,0,0,0.01067,0,0,0,0,0.00053,0,0,0.00157
t__SGB9340,,,,,0.00204,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01656,0,0,0.28542
t__SGB3996,,,,,0.00198,0,0.01397,0,0,0,0,0,0,0.00762,0,0,0,0,0,0,0.01158,0.00975
t__SGB15127,,,,,0.00165,0,0,0,0,0,0,0,0,0.01694,0.03847,0,0,0,0,0,0,0.08748
t__SGB7259,,,,,0.00128,0,0,0,0.00399,0.00383,0,0,0,0,0,0,0,0,0,0,0.00055,0.01662
t__SGB15123,,,,,0.00097,0.00317,0,0,0,0,0,0,0,0.00358,0,0,0,0,0,0,0,0.0067
t__SGB79840,,,,,0.00096,0,0,0,0,0,0,0,0,0,0.00286,0,0,0,0,0,0,0
t__SGB7258,,,,,0.00056,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00249
t__SGB7253,,,,,0.00055,0,0.00974,0,0.00076,0,0,0,0,0,0,0,0,0.01136,0,0,0.00414,0.0159
t__SGB86230,,,,,0.00043,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.004,0
t__SGB14888,,,,,0.00035,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB8601,,,,,0.00028,0,0,0,0,0,0,0,0,0.00684,0.17913,0,0,0,0,0,0,0
c__CFGB2992,,,,,,0.03702,0,0,0.00635,0.13026,0,0,0,0,0,0,0,0,0,0,0,0.04801
c__CFGB3022,,,,,,0.00891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04574
o__OFGB2992,,,,,,0.03702,0,0,0.00635,0.13026,0,0,0,0,0,0,0,0,0,0,0,0.04801
o__OFGB3022,,,,,,0.00891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04574
f__Coprobacillaceae,,,,,,1.05322,0,0.73965,0,0,0,0.0684,0.16786,0,0.10903,0,0,0.01762,0,0,0,0.50318
f__FGB2992,,,,,,0.03702,0,0,0.00635,0.13026,0,0,0,0,0,0,0,0,0,0,0,0.04801
f__FGB3022,,,,,,0.00891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04574
g__GGB4569,,,,,,1.57639,0,0,0,0,0,0,0.13299,0.40163,1.82987,0,0,0,0,0,1.23111,0
g__Catenibacterium,,,,,,1.05322,0,0.73965,0,0,0,0,0.16786,0,0.10903,0,0,0,0,0,0,0.50318
g__GGB3277,,,,,,0.94444,0,0,0,2.20161,0,0,0,0,0.04952,0,0,0,0,1.24444,0,3.25307
g__GGB4567,,,,,,0.05263,0,0,0,0.28567,0,0,0.24266,0.23009,0,0,0,0,0,0,0,0.00049
g__GGB79890,,,,,,0.03702,0,0,0.00635,0.13026,0,0,0,0,0,0,0,0,0,0,0,0.04801
g__GGB9495,,,,,,0.02788,0,0,0,0,0,0,0,0.05951,0,0,0,0,0,0,0,0.04266
g__Pseudoflavonifractor,,,,,,0.01179,0,0,0,0.01812,0,0,0,0,0,0,0.009,0.08618,0,0.01458,0,0.61025
g__Anaerofustis,,,,,,0.00966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219
g__GGB9499,,,,,,0.00891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04574
g__GGB33512,,,,,,0.00728,0,0,0.01164,0,0,0,0,0,0.04505,0,0,0,0,0,0,0.01501
g__Limosilactobacillus,,,,,,0.00712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9531,,,,,,0.00585,0,0,0,0,0,0,0,0,0.06224,0,0,0,0,0,0,0.04488
g__GGB4562,,,,,,0.00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02926,0,0
g__GGB9641,,,,,,0.00273,0.02876,0,0,0.03518,0.00349,0,0,0.00709,0.00102,0,0,0,0,0,0.01754,0.00893
g__GGB4716,,,,,,0.00201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB2659,,,,,,0.00191,0,0,0,0,0,0,0,0.04607,0,0,0,0,0,0,0,0
g__GGB10485,,,,,,0.00121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3444,,,,,,0.00101,0,0.00052,0,0.00614,0,0,0,0,0,0,0.01493,0.00162,0,0.00728,0,0.00957
s__Holdemanella_biformis,,,,,,3.50479,0,0,4.75057,0,0,0,0.00243,0,0,0,0,0,0,0,0,0
s__GGB4569_SGB6310,,,,,,1.57639,0,0,0,0,0,0,0.13299,0.40163,0.00754,0,0,0,0,0,0,0
s__Catenibacterium_SGB4425,,,,,,1.05322,0,0.73965,0,0,0,0,0.16786,0,0.10903,0,0,0,0,0,0,0.50318
s__GGB3277_SGB4327,,,,,,0.94444,0,0,0,2.20161,0,0,0,0,0.04952,0,0,0,0,1.24444,0,3.25307
s__Ruminococcus_lactaris,,,,,,0.92833,0,0.10993,0.23294,0,0.05178,0,0.11714,0.00142,0.09744,1.23502,0,0.06932,0,0,0,0.03461
s__GGB9608_SGB15042,,,,,,0.11855,0,0,0,0,0.17649,0,0,0,0,0.13136,0,0,0,0.04548,0,0
s__Lachnospiraceae_bacterium_NSJ_46,,,,,,0.08166,0,0,0.00679,0,0,0,0.00198,0,0,0,0,0,0.01934,0,0,0
s__GGB4567_SGB6307,,,,,,0.05263,0,0,0,0,0,0,0.24266,0,0,0,0,0,0,0,0,0.00049
s__Collinsella_SGB62935,,,,,,0.04785,0.02578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01123
s__GGB33469_SGB15237,,,,,,0.03761,0,0,0,0,0,0,0.06907,0.04609,0.0306,0,0,0,0.01154,0,0,0.00605
s__GGB79890_SGB14770,,,,,,0.03702,0,0,0.00635,0.13026,0,0,0,0,0,0,0,0,0,0,0,0.04801
s__Streptococcus_anginosus,,,,,,0.03375,0,0,0,0,0.00652,0,0,0,0,0,0,0,0,0,0.00193,0
s__Phascolarctobacterium_SGB4573,,,,,,0.03072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9495_SGB14892,,,,,,0.02788,0,0,0,0,0,0,0,0.05951,0,0,0,0,0,0,0,0.04266
s__Desulfovibrio_SGB5076,,,,,,0.0268,0,0.06104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Mogibacterium_sp_NSJ_24,,,,,,0.01745,0,0,0.0046,0,0,0.00311,0,0,0,0,0,0,0,0,0.00817,0
s__Blautia_sp_An249,,,,,,0.01317,0,0,0,0,0,0,0,0,0,0,0.02099,0,0,0.00141,0,0
s__Pseudoflavonifractor_sp_An184,,,,,,0.01179,0,0,0,0.01812,0,0,0,0,0,0,0.009,0.08443,0,0.00864,0,0.49324
s__Desulfovibrio_desulfuricans,,,,,,0.01008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Anaerofustis_stercorihominis,,,,,,0.00966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219
s__GGB9499_SGB72735,,,,,,0.00891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04574
s__GGB3513_SGB4691,,,,,,0.00843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB33512_SGB15203,,,,,,0.00728,0,0,0.01164,0,0,0,0,0,0.00688,0,0,0,0,0,0,0.01501
s__Limosilactobacillus_fermentum,,,,,,0.00712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9531_SGB14932,,,,,,0.00585,0,0,0,0,0,0,0,0,0.06224,0,0,0,0,0,0,0.04488
s__GGB4562_SGB6297,,,,,,0.00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02926,0,0
s__Butyricimonas_faecihominis,,,,,,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05863,0
s__GGB9641_SGB15117,,,,,,0.00273,0.02876,0,0,0.03518,0.00349,0,0,0.00709,0.00102,0,0,0,0,0,0.01754,0.00893
s__GGB4716_SGB14929,,,,,,0.00201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Phocaeicola_plebeius,,,,,,0.00192,0,0,0,0,3.46115,0,0,0,0,0,0,0,0,0,0,0
s__GGB2659_SGB3580,,,,,,0.00191,0,0,0,0,0,0,0,0.04607,0,0,0,0,0,0,0,0
s__Blautia_hydrogenotrophica,,,,,,0.0017,0.03266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046
s__Clostridium_sp_AF32_12BH,,,,,,0.00146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB10485_SGB49305,,,,,,0.00121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eubacteriales_unclassified_SGB71281,,,,,,0.00106,0.00323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3444_SGB4594,,,,,,0.00101,0,0.00052,0,0.00614,0,0,0,0,0,0,0.01493,0.00162,0,0.00728,0,0.00957
s__Intestinimonas_butyriciproducens,,,,,,0.00067,0.00037,0,0,0,0,0.04515,0,0.00054,0,0,0,0,0,0.00066,0,0
s__Clostridium_sp_Marseille_P3244,,,,,,0.00027,0,0,0.00569,0.00789,0,0,0,0.00086,0,0,0,0.01791,0,0,0,0.0351
t__SGB6806,,,,,,3.50479,0,0,4.75057,0,0,0,0.00243,0,0,0,0,0,0,0,0,0
t__SGB6310,,,,,,1.57639,0,0,0,0,0,0,0.13299,0.40163,0.00754,0,0,0,0,0,0,0
t__SGB4425_group,,,,,,1.05322,0,0.73965,0,0,0,0,0.16786,0,0.10903,0,0,0,0,0,0,0.50318
t__SGB4327,,,,,,0.94444,0,0,0,2.20161,0,0,0,0,0.04952,0,0,0,0,1.24444,0,3.25307
t__SGB4557,,,,,,0.92833,0,0.10993,0.23294,0,0.05178,0,0.11714,0.00142,0.09744,1.23502,0,0.06932,0,0,0,0.03461
t__SGB4629,,,,,,0.2759,0,0.26862,0,0.04636,0,0,0,0.52323,0.11322,0,0,0,0,0.10106,0.02454,0
t__SGB15042,,,,,,0.11855,0,0,0,0,0.17649,0,0,0,0,0.13136,0,0,0,0.04548,0,0
t__SGB47656,,,,,,0.08166,0,0,0.00679,0,0,0,0.00198,0,0,0,0,0,0.01934,0,0,0
t__SGB6307,,,,,,0.05263,0,0,0,0,0,0,0.24266,0,0,0,0,0,0,0,0,0.00049
t__SGB62935,,,,,,0.04785,0.02578,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01123
t__SGB15237,,,,,,0.03761,0,0,0,0,0,0,0.06907,0.04609,0.0306,0,0,0,0.01154,0,0,0.00605
t__SGB14770,,,,,,0.03702,0,0,0.00635,0.13026,0,0,0,0,0,0,0,0,0,0,0,0.04801
t__SGB8028_group,,,,,,0.03375,0,0,0,0,0.00652,0,0,0,0,0,0,0,0,0,0.00193,0
t__SGB4573,,,,,,0.03072,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1846,,,,,,0.02809,0,0,0,0.17315,0,0,0,0,1.58605,0,0,0,0,0,0,0
t__SGB14892,,,,,,0.02788,0,0,0,0,0,0,0,0.05951,0,0,0,0,0,0,0,0.04266
t__SGB5076,,,,,,0.0268,0,0.06104,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB3961,,,,,,0.01745,0,0,0.0046,0,0,0.00311,0,0,0,0,0,0,0,0,0.00817,0
t__SGB7262,,,,,,0.01317,0,0,0,0,0,0,0,0,0,0,0.02099,0,0,0.00141,0,0
t__SGB15156,,,,,,0.01179,0,0,0,0.01812,0,0,0,0,0,0,0.009,0.08443,0,0.00864,0,0.49324
t__SGB15462,,,,,,0.01008,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB49059,,,,,,0.00966,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00219
t__SGB72735,,,,,,0.00891,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04574
t__SGB4691,,,,,,0.00843,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB15203,,,,,,0.00728,0,0,0.01164,0,0,0,0,0,0.00688,0,0,0,0,0,0,0.01501
t__SGB7106,,,,,,0.00712,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14932,,,,,,0.00585,0,0,0,0,0,0,0,0,0.06224,0,0,0,0,0,0,0.04488
t__SGB6297,,,,,,0.00448,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02926,0,0
t__SGB1786,,,,,,0.0032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05863,0
t__SGB15322,,,,,,0.00301,0,0.00031,0,0,0,0,0.01772,0,0,0,0,0,0,0,1.58926,0
t__SGB15117,,,,,,0.00273,0.02876,0,0,0.03518,0.00349,0,0,0.00709,0.00102,0,0,0,0,0,0.01754,0.00893
t__SGB14929,,,,,,0.00201,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1899,,,,,,0.00192,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB3580,,,,,,0.00191,0,0,0,0,0,0,0,0.04607,0,0,0,0,0,0,0,0
t__SGB4677,,,,,,0.0017,0.03266,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00046
t__SGB4710,,,,,,0.00146,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB49305_group,,,,,,0.00121,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB71281,,,,,,0.00106,0.00323,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4594,,,,,,0.00101,0,0.00052,0,0.00614,0,0,0,0,0,0,0.01493,0.00162,0,0.00728,0,0.00957
t__SGB15126,,,,,,0.00067,0.00037,0,0,0,0,0.04515,0,0.00054,0,0,0,0,0,0.00066,0,0
t__SGB29302,,,,,,0.00027,0,0,0.00569,0.00789,0,0,0,0.00086,0,0,0,0.01791,0,0,0,0.0351
c__CFGB4405,,,,,,,0.68867,0,0,0,0,0,0,0,0,0,0,0.60606,0,0,0,0
c__CFGB1303,,,,,,,0.29021,0,0,0,0,0,0,0.00101,0,0,0,0,0,0.12293,0,0
c__CFGB629,,,,,,,0.12127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB8822,,,,,,,0.0087,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
