Abundance,SAMN03351695,SAMN03351542,SAMN03351487,SAMN03351503,SAMN03351584,SAMN03351571,SAMN03351475,SAMN03351603,SAMN03351602,SAMN03351489,SAMN03351666,SAMN03351563,SAMN03351468,SAMN03351659,SAMN03351447,SAMN03351485,SAMN03351448,SAMN03351537,SAMN03351599,SAMN03351478,SAMN03351453,SAMN03351689,SAMN03351647,SAMN03351461,SAMN03351495,SAMN03351476,SAMN03351708,SAMN03351718,SAMN03351482,SAMN03351454,SAMN03351444,SAMN03351521,SAMN03351466,SAMN03351477,SAMN03351627,SAMN03351544,SAMN03351713,SAMN03351706,SAMN03351467,SAMN03351677,SAMN03351449,SAMN03351510,SAMN03351608,SAMN03351452,SAMN03351723,SAMN03351490,SAMN03351492,SAMN03351450,SAMN03351493,SAMN03351441,SAMN03351555,SAMN03351628,SAMN03351672,SAMN03351633,SAMN03351497,SAMN03351566,SAMN03351532,SAMN03351703,SAMN03351486,SAMN03351578,SAMN03351648,SAMN03351572,SAMN03351617,SAMN03351455,SAMN03351543,SAMN03351442,SAMN03351481,SAMN03351660,SAMN03351549,SAMN03351460,SAMN03351595,SAMN03351479,SAMN03351446,SAMN03351577,SAMN03351488,SAMN03351445,SAMN03351484,SAMN03351654,SAMN03351469,SAMN03351513,SAMN03351483,SAMN03351506,SAMN03351491,SAMN03351451,SAMN03351496,SAMN03351443,SAMN03351494,SAMN03351480,SAMN03351683
s__Clostridiales_bacterium_1_7_47FAA,,,,,0.11352,0,0,0,0,0,0,0,0,0.0,0.02513,0,0,0.0,0,0,0,0,0,0.00118,0,0,0.00418,0,0.00149,0,0,0,0,0,0,0,0,0,0.00351,0,0.0234,0,0,0,0,0,0,0,0,0.00473,0,0,0,0.00217,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00962,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_butyricum,,,,,0.10162,0,0,0.00166,0,0,0.00542,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0.00837,0,0,0,0,0,0,0,0,0,0.01616,0,0,0,0,0,0,0,0.01325,0,0,0,0,0.00359,0,0,0,0,0,0,0.00344,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17852,0,0,0,0,0,0.01704,0
s__Prevotella_timonensis,,,,,0.09907,0,0,0,0,0,0,0,0,0.0,0.01258,0,0,0.0,0,0,0,0,0,0,0,0,0.00265,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Oxalobacter_formigenes,,,,,0.0961,0,0,0,0,0,0,0,0,0.0,0.03109,0,0,0.0,0,0,0,0.02561,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01022,0,0,0,0,0,0,0.01232,0,0,0,0,0,0.01249,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06943,0
s__Butyricimonas_faecihominis,,,,,0.09397,0,0,0,0,0.14128,0.10818,0,0,0.0,0.61223,0.02376,0,0.0,0,0.20862,0,0,0,0,0,0,0.25235,0,0.04277,0,0,0,0,0,0,0.09624,0,0,0,0,0.01144,0,0,0.1062,0,0,0,0,0,0.01745,0,0,0,0,0,0,0,0,0.15744,0,0,0,0,0,0,0.1574,0.73793,0,0,0.29227,0,0,0,0,0.09272,0.17208,0.34653,0,0,0,0,0,0,0,0,0.01378,0.03346,0,0
s__GGB9534_SGB14937,,,,,0.09179,0,0.04178,0,0,0.03694,0,0,0,0.0,0.01961,0.05572,0.0447,0.0,0.02796,0.05354,0,0,0.01488,0,0.03178,0,0,0,0.02229,0,0,0,0.01031,0.00108,0,0.00543,0.00529,0.16133,0.01413,0,0,0,0.02521,0.04507,0,0.20442,0,0.06244,0,0.01005,0,0.04069,0,0,0,0.24159,0,0,0,0,0,0,0.0081,0,0,0,0.03257,0,0,0.00183,0.01259,0.00165,0,0,0.00137,0,0,0.0217,0.10995,0.01427,0,0,0.00295,0,0,0.26145,0.14872,0.04283,0.08586
s__Dorea_sp_AF24_7LB,,,,,0.08596,0,0,0,0,0.01634,0.03983,0,0,0.0,0,0,0,0.0,0.03511,0,0,0.01703,0,0,0,0,0.00792,0,0,0,0,0,0,0,0.01043,0,0,0,0,0,0,0,0,0,0.00819,0,0,0,0,0.00536,0.00209,0,0,0,0,0,0,0,0,0,0.02765,0,0,0,0,0,0,0,0,0,0.00965,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00341
s__Peptococcus_niger,,,,,0.08293,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.00375,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9261_SGB14209,,,,,0.07581,0,0,0,0,0,0,0,0,0.0,0,0.03248,0,0.0,0,0,0,0.58446,0,0,0,0,0.14721,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40223,0,0,0,0,0,0.03169,0,0,0,0,0,0,0,0.46894,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB79634_SGB5832,,,,,0.07374,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.0049,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0026,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB9641_SGB15117,,,,,0.06948,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.01022,0,0,0,0,0,0.00119,0,0.01682,0,0,0,0,0,0,0,0,0,0.02317,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01174,0,0,0,0,0,0,0,0,0.00012,0,0
s__GGB45497_SGB63169,,,,,0.06391,0,0,0,0,0.00845,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Enterocloster_bolteae,,,,,0.06196,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.00232,0,0.00898,0,0,0,0,0,0.07754,0,0,0.05681,0,0,0.00096,0,0,0,0,0,0.03451,0,0,0,0.00139,0,0.00703,0,0,0,0,0,0,0,0,0.03228,0.00064,0,0,0,0,0,0,0,0,0,0.00219,0,0,0,0,0,0.01475,0,0,0,0,0,0,0.04439,0,0,0,0.24071,0.00839,0.01539,0,0,0.00056,0,0
s__Gordonibacter_urolithinfaciens,,,,,0.05444,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.00846,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00625,0,0,0,0,0,0,0,0,0,0.00068,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0414,0,0,0,0,0,0,0,0.00025,0,0
s__Negativibacillus_massiliensis,,,,,0.05208,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02049,0,0,0,0,0,0,0,0,0,0,0.05754,0,0,0,0,0,0,0.03499,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Eisenbergiella_tayi,,,,,0.05011,0,0.00187,0,0,0.31467,0,0,0,0.0,0.00337,0,0,0.0,0.09033,0,0,0,0.00597,0,0,0,0.03763,0,0,0,0,0,0,0,0,0,0,0,0.01615,0,0,0,0.02267,0,0.00227,0,0,0,0.00217,0,0,0,0,0.05571,0,0,0,0,0,0,0,0,0,0,0.0081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17642,0,0,0,0.00189,0,0,0
s__GGB79630_SGB13983,,,,,0.0478,0,0,0,0.03879,0.04861,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.11074,0,0,0,0,0,0,0,0,0,0,0,0,0.11662,0.044,0,0,0,0,0.06144,0.03714,0,0,0.02053,0,0,0,0,0.13076,0,0,0,0,0,0,0,0,0,0.01438,0,0,0,0,0,0,0.16005,0.06461,0.62113,0,0,0,0,0,0,0,0,0.03685,0,0,0.00987,0,0,0,0.00827,0,0
s__Massilicoli_timonensis,,,,,0.04703,0,0,0,0,0,0,0,0,0.0,0,0,0.01211,0.0,0,0.00898,0,0,0,0,0,0,0.0306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03047,0,0,0
s__Holdemania_filiformis,,,,,0.04622,0,0,0,0,0.00867,0.00299,0,0,0.0,0,0,0,0.0,0.01633,0,0,0.00905,0,0,0,0.02071,0,0,0,0,0,0.04171,0.0015,0.01018,0,0,0,0,0.07362,0,0.00427,0,0.01619,0.00294,0,0,0.00415,0,0,0,0.0033,0.02806,0,0.00091,0,0,0,0,0,0.00375,0,0,0,0,0,0,0,0.00074,0,0,0,0,0.0238,0,0,0,0,0,0,0,0,0.00821,0.05063,0,0,0.05046,0,0.03316,0
s__Clostridia_bacterium_UC5_1_1E11,,,,,0.04602,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.00743,0,0,0,0,0,0,0,0.02086,0,0,0,0,0,0.00645,0.00069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB45432_SGB63101,,,,,0.04528,0,0,0,0,0.01021,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.00563,0,0,0,0,0,0,0,0.00454,0,0,0.00517,0.00588,0,0.00172,0,0,0,0,0,0,0,0,0.00393,0,0,0,0,0,0,0,0,0,0,0,0,0.0482,0,0,0.00292,0,0,0,0,0,0,0,0,0,0.0027,0,0,0.02954,0,0,0,0,0,0,0.02645,0,0,0
s__Christensenellaceae_bacterium_NSJ_63,,,,,0.04304,0,0,0,0,0.00923,0,0,0,0.0,0,0,0,0.0,0,0,0,0.00112,0,0.00473,0,0,0,0,0,0,0,0,0,0,0.03192,0,0,0.02279,0.01453,0,0,0,0.0004,0,0.02067,0,0,0,0,0.01787,0,0,0,0,0,0,0,0,0.00108,0.00216,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00422,0.00183,0.00848,0,0,0,0,0,0,0,0,0,0.00318,0.0034,0,0
s__Prevotella_corporis,,,,,0.03871,0,0,0,0,0.03115,0.00407,0,0,0.0,0,0,0,0.0,0,0.04891,0,0,0,0,0,0,0.0597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00594,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00131,0,0,0,0,0,0,0,0,0,0,0
s__GGB3819_SGB5184,,,,,0.03828,0,0.12462,0,0.09863,0,0.02402,0,0.04736,0.0,0.03664,0,0,0.0,0,0,0.03929,0,0,0,0,0.01503,0.00643,0,0.08603,0,0.13709,0,0.05343,0,0,0,0,0,0,0.02102,0.17576,0,0.03808,0,0,0.10043,0,0.04976,0.00064,0,0,0,0,0.42793,0,0,0,0,0,0,0,0.00282,0,0,0,0,0.00179,0,0,0,0.01951,0.02772,0,0,0,0,0,0.04898,0.91675,0,0,0.08638,0.00588,0,0.07733,0,0,0,0
s__Dorea_phocaeensis,,,,,0.03687,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.00384,0,0,0,0,0,0,0,0,0,0,0,0.25707,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08185,0,0,0,0,0,0,0.02855,0,0,0,0
s__Mediterraneibacter_SGB48424,,,,,0.03314,0,0.00163,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.00893,0,0,0,0,0,0.00724,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00085,0,0,0,0,0,0,0.01185,0,0,0,0,0,0,0,0,0.00869,0,0.14329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03336,0,0.0737,0,0,0,0,0,0,0,0.05827,0,0,0
s__Proteus_mirabilis,,,,,0.03137,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridiales_bacterium_Marseille_P2846,,,,,0.03087,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02347,0,0,0,0,0,0.0199,0,0,0,0,0.01462,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02059,0,0.00307,0
s__GGB9832_SGB15478,,,,,0.02716,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Blautia_caecimuris,,,,,0.02479,0,0,0,0,0,0.00362,0,0.00063,0.0,0,0,0.00384,0.0,0,0,0,0,0,0,0,0,0,0,0,0.01066,0,0.01668,0.02272,0,0,0,0,0,0.0694,0,0.13154,0,0,0,0,0,0,0,0,0,0,0,0,0.11871,0.01951,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00523,0,0,0,0.18281,0,0.0258,0,0,0,0.01512,0
s__GGB9559_SGB14969,,,,,0.02294,0,0.04998,0,0,0.00316,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00226,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00172,0,0,0,0,0,0,0,0.02531,0,0,0
s__GGB58233_SGB79883,,,,,0.02285,0,0,0,0.00364,0.00184,0.00296,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0.00082,0,0.00442,0,0,0,0,0,0,0.00016,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00154,0,0,0,0,0,0,0,0,0,0,0,0.00807,0,0,0,0,0,0.00245,0.00071,0,0,0,0,0,0.00503,0,0,0,0,0,0,0,0.00271,0,0.0047,0
s__Schaalia_turicensis,,,,,0.02123,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB1456_SGB2019,,,,,0.02038,0,0,0,0,0.0061,0,0,0,0.0,0.00877,0,0,0.0,0,0,0,0,0,0.00171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00145,0,0,0,0,0,0.01228,0
s__Phascolarctobacterium_SGB4573,,,,,0.02029,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.01087,0,0,0,0,0,0,0,0,0,0,0,0,0.11337,0,0,0,0,0,0.17304,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00585,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.12752,0,0,0
s__Mediterraneibacter_glycyrrhizinilyticus,,,,,0.02021,0,0,0,0,0.00343,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0.00071,0,0,0,0,0.00521,0,0,0,0,0,0,0,0,0.0053,0.18567,0.00881,0,0,0,0,0,0,0,0,0,0,0,0,0.01307,0,0,0,0,0,0.03251,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02543,0,0,0,0,0
s__Mogibacterium_sp_BX12,,,,,0.01997,0,0,0,0,0.00179,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.0045,0,0,0,0,0,0,0.00059,0,0,0,0.00376,0,0,0,0,0,0.0228,0,0,0,0,0,0,0,0,0.01785,0,0,0,0,0,0,0,0,0,0,0.03458,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Enterocloster_clostridioformis,,,,,0.01932,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.01651,0,0,0,0,0,0.08259,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01827,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00269,0,0,0,0.00646,0,0,0,0,0,0,0
s__Oscillibacter_valericigenes,,,,,0.01862,0,0,0,0,0.13813,0,0,0,0.0,0.01016,0,0,0.0,0,0,0,0,0,0,0,0,0.16449,0,0,0,0,0,0,0,0,0.00155,0,0,0,0,0,0,0,0.08478,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03572,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05826,0.0249
s__Lachnospiraceae_bacterium_NSJ_29,,,,,0.01801,0,0.00423,0,0,0.00305,0,0,0,0.0,0,0,0.00058,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00853,0,0,0,0.02219,0,0.00798,0,0,0,0,0,0,0,0,0.00705,0,0,0,0,0,0,0,0,0,0,0.06291,0,0,0,0,0,0.0034,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00442,0,0,0
s__GGB2848_SGB3813,,,,,0.01799,0.00468,0,0,0,0.00735,0,0,0,0.0,0,0,0,0.0,0,0.00112,0,0.00988,0,0,0,0,0,0,0,0,0,0,0.00172,0.29165,0.00391,0,0.00255,0,0,0,0,0,0.01917,0,0.15688,0,0,0,0,0,0,0.00965,0,0,0,0,0,0,0,0.0175,0,0,0,0,0,0,0,0,0,0,0.00476,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00673,0.00793
s__GGB3653_SGB4964,,,,,0.01693,0,0,0,0,0.08886,0,0,0,0.0,0.06077,0.01117,0,0.0,0.02783,0.03635,0,0,0,0.00796,0,0,0,0,0,0,0,0,0.0023,0,0.10886,0,0,0.02276,0.00652,0,0,0,0,0,0.11878,0,0,0,0.09906,0.21544,0.05342,0.0021,0,0,0,0.18157,0.00051,0,0.04773,0.01466,0.01201,0,0,0,0,0,0.01152,0.00052,0.17103,0.29438,0.00656,0,0,0.05424,0.03673,0,0,0.00446,0.02191,0.01203,0,0,0,0,0,0.15568,0.00126,0.15582,0.06215
s__GGB9474_SGB14868,,,,,0.01572,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0.00109,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01031,0,0,0,0,0,0,0,0,0,0,0
s__Intestinibacter_bartlettii,,,,,0.01514,0,0,0,0,0,0,0,0,0.0,0,0.00017,0,0.0,0.00629,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00946,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0078,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147
s__Enterocloster_asparagiformis,,,,,0.01493,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0.01559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00062,0,0,0.00153,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB2993_SGB3978,,,,,0.01366,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Sellimonas_intestinalis,,,,,0.01351,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0109,0,0,0,0,0,0,0,0,0,0
s__Christensenella_minuta,,,,,0.01335,0,0,0,0,0.00341,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00097,0,0.00239,0,0,0,0.01055,0,0.00399,0,0,0,0.00202,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0148,0,0,0,0,0,0,0.00825,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01464,0,0,0
s__Lachnospira_pectinoschiza,,,,,0.01297,0,0.06216,0,0.16968,0.08392,0,0.12042,0,0.0,0.10501,0,0,0.0,0.35192,0,0,0,0,0.27765,0,0,0,0.04421,0,0.27755,0,0.27421,0.23183,0.04643,0.03078,0,0,0,0,0.0623,0,0.30077,0.09806,0.07707,0.04538,0,0.20738,0.20401,0,0.08396,0.86722,0,0.16271,0,0,0.95965,0.29454,0.14103,0.11903,0,0.058,0,0.03454,0.19567,0,0,0.0529,0,0,0,0,0.28784,0,0,0.17435,0,0,0.13659,0,0,0.23632,0,0,0,0,0,0,0,0
s__Campylobacter_hominis,,,,,0.01232,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0.00709,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00405,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Dielma_fastidiosa,,,,,0.0118,0,0,0,0.02323,0.00798,0.01476,0,0,0.0,0.0004,0,0,0.0,0.0008,0,0.00276,0.00221,0.08868,0,0,0.0063,0,0,0,0,0.01135,0,0.00277,0.00169,0,0,0,0,0,0,0.00515,0,0,0,0.0572,0.00459,0,0,0,0.02736,0,0,0,0,0,0,0,0,0,0.01977,0.00796,0,0,0,0,0.00903,0,0,0,0,0,0,0.02742,0,0,0,0,0,0.00729,0,0,0,0,0,0.004,0.02068,0,0.06248,0
s__GGB3490_SGB4664,,,,,0.01124,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0.00196,0,0,0,0,0,0.0142,0,0,0,0,0,0,0,0,0,0,0,0.01298,0,0,0,0,0,0,0,0,0,0,0,0.01003,0,0.09879,0.00984,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00583,0,0,0,0,0,0,0.01727,0,0
s__Fusobacterium_nucleatum,,,,,0.00927,0,0,0,0,0,0.00449,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Collinsella_SGB4866,,,,,0.00885,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0.00885,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB1455_SGB2018,,,,,0.00846,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB38873_SGB47522,,,,,0.0082,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB38744_SGB14842,,,,,0.00791,0,0,0,0,0.00498,0,0,0,0.0,0.00749,0,0,0.0,0,0,0.01642,0,0,0,0,0,0.00304,0,0,0,0,0,0,0,0.00223,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00094,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Clostridium_scindens,,,,,0.00727,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0.00419,0,0.00431,0.00442,0,0,0,0.04366,0,0,0,0,0,0,0,0.01165,0,0,0,0,0,0.00674,0,0,0,0.01551,0,0,0,0,0,0,0,0,0,0,0,0.02145,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04615,0,0,0.01348,0,0,0,0,0,0,0
s__Peptostreptococcus_anaerobius,,,,,0.00647,0,0,0,0,0,0,0,0,0.0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
