Abundance,PSM6XBSE,ESM5GEZA,PSM6XBSG,CSM5MCYU,CSM67U9H,MSM5LLIQ,CSM7KOU7,CSM79HLY,CSM5FZ4E,MSM9VZN4,CSM67U9T,MSM79H9U,CSM79HGH,CSM67UEW,CSM7KOUJ,CSM67U9R,HSM5MD44,CSM79HQT,ESM5MEC7,CSM5MCYO,CSM79HGD,CSM79HGL,CSM5FZ4G,MSM5LLHV,CSM5MCYQ,CSM7KONY,ESM5MEA7,CSM7KONS,CSM79HNG,CSM79HQR,CSM5MCUW,ESM5GEZ6,ESM5MEEJ,CSM79HGJ,MSM79HF1,CSM5MCUQ,CSM5MCUS,CSM7KONW,CSM79HPM,ESM5GEZ4,CSM7KOQ5,MSM6J2N6,HSM7J4JV,CSM5MCUE,CSM5MCUY,CSM79HM5,MSM9VZJF,CSM67UF1,ESM5MEAB,MSM5LLFU,CSM79HM9,CSM5MCUC,CSM67U9P,CSM5MCU8,HSM7CZ2X,HSM7CZ1T,CSM5MCUG,PSM7J1C2,CSM5FZ4K,CSM7KOMR,HSM5MD87,MSM5LLFK,CSM5MCYM,CSM5MCUK,CSM5MCWM,HSM6XRQE,CSM67UEP,ESM5MEA9,HSM7J4JT,MSM5LLFM,CSM67UET,CSM5MCWS,CSM79HGF,CSM79HGN,HSM5MD47,CSM7KOMV,MSM79HD8,CSM5MCTZ,CSM5MCUA,HSMA33P2,CSM5MCXB,CSM79HPQ,CSM5FZ4A,MSM9VZNV,MSM5LLFO,MSM79HD6,CSM5MCYI,HSM5MD43
t__SGB4674,,,,,,,,,0.01252,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00185,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14894,,,,,,,,,0.01111,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05459,0,0,0,0,0,0.31781,0,0,0.04169,0,0,0,0,0,0,0,0,0.09254,0,0,0,0,0,0,0,0,0,0,0.05208,0,0.03582,0,0,0,0,0.00223,0,0.00635,0,0,0,0,0,0,0.12208,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4804,,,,,,,,,0.01073,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00787,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05817,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4041,,,,,,,,,0.01053,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074,0,0,0,0,0,0,0,0,0,0.03719,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.14127,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB14861,,,,,,,,,0.00911,0,0,0,0,0,0,0,0,0,0.05654,0,0,0,0.01055,0,0,0,0,0,1.98962,0,0,0.0152,0,0,0.0306,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.049,0,0.06876,0,0,0.00194,0,0,0,0.06433,0,0,0,0.0,0,0,0,0,0,0,0,0.05476,0,0,0,0,0,0,0,0
t__SGB15120,,,,,,,,,0.00823,0,0,0.00738,0,0,0,0,0,0,0,0,0,0,0.00132,0,0,0,0,0,0,0,0.00069,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0005,0,0,0,0,0,0,0,0,0.08906,0,0.01242,0,0,0.14319,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0.01836,0,0,0,0,0,0,0,0
t__SGB15273,,,,,,,,,0.00533,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01603,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04702,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB5735,,,,,,,,,0.00295,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00147,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB6769,,,,,,,,,0.00245,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07346,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00074,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB4046,,,,,,,,,0.00196,0,0.06314,0,0,0,0,0,0,0,0.04263,0,0,0,0.03174,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00413,0,0,0,0,0,0,0.00951,0.07595,0.02096,0.05759,0,0.11454,0,0.03257,0,0,0.07974,0,0,0,0,0.02079,0,0,0.0,0,0,0,0,0,0.05943,0,0,0,0,0,0,0,0,0,0.00085
t__SGB4862,,,,,,,,,0.00131,0,0.0607,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02745,0,0,0,0.08161,0,0,0,0,0.00545,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB3011,,,,,,,,,,0.36583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB9583,,,,,,,,,,0.24752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10449,0.33395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.29861,0,0,0,0
c__CFGB76000,,,,,,,,,,0.2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB38642,,,,,,,,,,0.15488,0,0.03797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.53182,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB3011,,,,,,,,,,0.36583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB9583,,,,,,,,,,0.24752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10449,0.33395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.29861,0,0,0,0
o__OFGB76000,,,,,,,,,,0.2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB38642,,,,,,,,,,0.15488,0,0.03797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.53182,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB3011,,,,,,,,,,0.36583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB9583,,,,,,,,,,0.24752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10449,0.33395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.29861,0,0,0,0
f__FGB76000,,,,,,,,,,0.2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB38642,,,,,,,,,,0.15488,0,0.03797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.53182,0,0,0,0,0,0,0,0,0,0,0,0
g__Oscillibacter,,,,,,,,,,3.71104,0,0.23624,2.58675,0,0.95283,2.57781,0,0,0.21724,0.0357,2.07233,0.10805,0,0,0,0,0,0.01324,0,0,0,0,0,0.79853,0.99751,0,0,2.17221,3.45235,0,0.01039,0.23479,0.43873,0,0,0,0.88306,0,0,0,0.05846,0,8.07361,0,0,0,0.34908,0,0,0,0,0,0,0.53623,0,0,0,0,0.73587,0,0,0.0,1.46541,0.04339,0,0,0.00796,0.60421,0,0,0,2.10995,0,0,0,0,0,0
g__GGB51269,,,,,,,,,,1.93588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03813,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB33896,,,,,,,,,,0.36583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3490,,,,,,,,,,0.24752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10449,0.33395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.29861,0,0,0,0
g__GGB4271,,,,,,,,,,0.2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Anaerosacchariphilus,,,,,,,,,,0.16329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02891,0,0,0,0,0,0,0,0,0,0,0,0.04091,0,0,0,0,0,0,0,0,0,0.06493,0,0,0,0.23827,0,0,0.11097,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.18028,0,0,0,0,0,0,0,0,0,0.07052
g__GGB9758,,,,,,,,,,0.15488,0,0.03797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.53182,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB1379,,,,,,,,,,0.13284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Vescimonas,,,,,,,,,,0.07011,0,0,0,0,0.18364,0,0,0.01095,0.00366,0.07214,0,0,0.00451,1.85444,0.00195,0,0,0,0,0,0.04812,0.02032,0,0,0.59266,0.24666,0,0.46036,0,0,0,0,0,0,0.00553,0.02256,0,0,0.03812,0,0.00366,0,0,0,0,0,0.01361,0,0.01718,0.04563,0,0,0,0.01719,0,0,0,0.22648,0,0,0,0.0,0,0,0,0.13195,0.02674,0.0005,0,0.0536,0.09225,0,0,0,0,0,0,0
g__GGB4591,,,,,,,,,,0.00434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB3828,,,,,,,,,,0.00424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Prevotella_marseillensis,,,,,,,,,,6.36081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,37.93801,0,0,0,0,0,0.07211,0,0
s__Paraprevotella_clara,,,,,,,,,,4.67692,0,0.1124,0,0,0,0,0,0,0,0.24566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05222,0,0,0,0,0,0,0,0.42215,0,0,0,0.30975,0,0,0,0,0,0,0,0,0,2.88981,0,0,0,0,0,0,3.32855,0,0,0,0,0,0,0,0.0,0,0,0,0,0,4.45448,0,0,0,0,0,0,0,0,0,0
s__Oscillibacter_sp_ER4,,,,,,,,,,3.71104,0,0.23624,0,0,0.95283,0,0,0,0,0.01768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99751,0,0,0,0,0,0,0.02665,0.43873,0,0,0,0.88306,0,0,0,0.05846,0,0,0,0,0,0.34908,0,0,0,0,0,0,0.53623,0,0,0,0,0.73587,0,0,0.0,0,0,0,0,0.00796,0.60421,0,0,0,0,0,0,0,0,0,0
s__GGB51269_SGB5061,,,,,,,,,,1.93588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Hungatella_SGB9293,,,,,,,,,,0.76085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Alistipes_communis,,,,,,,,,,0.41165,0,0,0,0,0,0,0,0,0.38732,0,0,0,0,0.48595,0,0,0,0,0,0,0,0,0,0,0.11441,0,0,0,0,0,0,0.01355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05845,0,0,0,0,0,0,0.3023,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.02706,0,0.09094,0,0,0,0,0,0,0,0
s__GGB33896_SGB14872,,,,,,,,,,0.36583,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3490_SGB4664,,,,,,,,,,0.24752,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10449,0.33395,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.29861,0,0,0,0
s__GGB4271_SGB5820,,,,,,,,,,0.2073,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Anaerosacchariphilus_sp_NSJ_68,,,,,,,,,,0.16329,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02891,0,0,0,0,0,0,0,0,0,0,0,0.04091,0,0,0,0,0,0,0,0,0,0.06493,0,0,0,0.23827,0,0,0.11097,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.18028,0,0,0,0,0,0,0,0,0,0.07052
s__GGB9758_SGB15368,,,,,,,,,,0.15488,0,0.03797,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01331,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0.53182,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB1379_SGB1880,,,,,,,,,,0.13284,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Alistipes_timonensis,,,,,,,,,,0.09081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Blautia_faecicola,,,,,,,,,,0.0799,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17409,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0.13329,0,0,0,0
s__Veillonella_tobetsuensis,,,,,,,,,,0.07045,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.04943,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Vescimonas_coprocola,,,,,,,,,,0.07011,0,0,0,0,0.18364,0,0,0.01095,0.00366,0.07214,0,0,0.00451,1.85444,0.00195,0,0,0,0,0,0.04812,0.02032,0,0,0,0.24666,0,0.46036,0,0,0,0,0,0,0.00553,0.02256,0,0,0.03812,0,0.00366,0,0,0,0,0,0.01361,0,0.01718,0.04563,0,0,0,0.01719,0,0,0,0.22648,0,0,0,0.0,0,0,0,0.13195,0.02674,0.0005,0,0.0536,0.09225,0,0,0,0,0,0,0
s__Clostridiaceae_unclassified_SGB4771,,,,,,,,,,0.05997,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.29091,0,0,0,0,0,0,0.47306,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.38744,0,0,0,0,0,0,0,0,0,0
s__Eubacteriales_unclassified_SGB15145,,,,,,,,,,0.05321,0,0.00106,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.097,0,0,0,0,0,0,0,0,0,0.03984,0,0,0,0,0,0,0.02301,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.02377,0,0,0,0,0,0,0,0,0,0
s__Clostridium_sp_AM33_3,,,,,,,,,,0.04233,0,0.00593,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00512,0,0,0,0,0,0,0,0,0,0,0,0.1634,0,0,0,0,0,0,0,0,0,0.0123,0,0,0,0,0,0,0.02916,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.0282,0,0.03715,0,0,0,0,0,0,0,0
s__Bacteroides_acidifaciens,,,,,,,,,,0.02085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Collinsella_SGB4121,,,,,,,,,,0.01668,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03451,0,0,0,0,0,0,0.01478,0.02629,0,0,0,0,0,0,0,0.01223,0,0,0,0.0141,0.02192,0,0,0,0,0,0,0,0,0.05977,0.01058,0.11077,0,0.02218,0,0,0.14748,0,0.01317,0,0,0,0,0.05924,0.01782,0,0,0.0,0,0,0,0,0.01063,0,0,0,0.00562,0,0,0,0,0.0053,0,0
s__Alistipes_dispar,,,,,,,,,,0.01314,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.06176,0,0
s__Ruminococcus_sp_NSJ_13,,,,,,,,,,0.00605,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00372,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB4591_SGB6350,,,,,,,,,,0.00434,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__GGB3828_SGB5197,,,,,,,,,,0.00424,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
s__Bacteroides_congonensis,,,,,,,,,,0.00298,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1588,,,,,,,,,,6.36081,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00067,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,37.93801,0,0,0,0,0,0.07211,0,0
t__SGB1798,,,,,,,,,,4.67692,0,0.1124,0,0,0,0,0,0,0,0.24566,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05222,0,0,0,0,0,0,0,0.42215,0,0,0,0.30975,0,0,0,0,0,0,0,0,0,2.88981,0,0,0,0,0,0,3.32855,0,0,0,0,0,0,0,0.0,0,0,0,0,0,4.45448,0,0,0,0,0,0,0,0,0,0
t__SGB15254,,,,,,,,,,3.71104,0,0.23624,0,0,0.95283,0,0,0,0,0.01768,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.99751,0,0,0,0,0,0,0.02665,0.43873,0,0,0,0.88306,0,0,0,0.05846,0,0,0,0,0,0.34908,0,0,0,0,0,0,0.53623,0,0,0,0,0.73587,0,0,0.0,0,0,0,0,0.00796,0.60421,0,0,0,0,0,0,0,0,0,0
t__SGB5061,,,,,,,,,,1.93588,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB1903,,,,,,,,,,0.85389,0,0.13127,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.40804,0,0,0,0,0,0,0.25088,0,0,0,0,0,0,0,0.0,0,0,0,0,0,7.56338,0,0,0,0,0,0,0,0,0,0
t__SGB9293,,,,,,,,,,0.76085,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
t__SGB2290,,,,,,,,,,0.41165,0,0,0,0,0,0,0,0,0.38732,0,0,0,0,0.48595,0,0,0,0,0,0,0,0,0,0,0.11441,0,0,0,0,0,0,0.01355,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05845,0,0,0,0,0,0,0.3023,0,0,0,0,0,0,0,0.0,0,0,0,0,0,0.02706,0,0.09094,0,0,0,0,0,0,0,0
