Abundance,HSM6XRT2,HSM7CZ2L,ESM5GEZ3,HSM5MD59,HSM67VFX,MSM9VZMQ,HSM67VGA,HSM5MD6U,HSM7CYYZ,ESM5GEYU,HSM5MD8B,MSM79H94,MSM6J2M3,HSM67VGE,HSM67VDX,HSM5MD6O,HSM5MD8N,HSM6XRQC,CSM79HGR,HSM5MD6G,HSM7CZ2J,MSM6J2PQ,PSM6XBTZ,HSM5MD82,HSM67VG2,HSM5MD6S,HSM5MD6I,HSM67VGI,HSM5MD5D,HSM6XRTG,HSM5MD6K,PSM7J19X,HSM5MD8H,HSM67VDR,HSM5MD8D,HSM5MD5F,HSM6XRSZ,HSM6XRTE,HSM6XRSX,MSM79H52,HSM5MD5B,ESM5GEZ1,HSM7CYYV,HSM5MD8P,HSM6XRT4,MSM79H8J,CSM6J2H9,MSM6J2JF,HSM5MD57,MSM79HCN,HSM67VG6,HSM6XRTC,HSM6XRT6,ESM5ME9H,HSM67VDT,MSM9VZFJ,HSM5MD8L,HSM7CYYR,HSMA33J1,HSM5MD6E,HSM5MD8A,HSM5MD5Z,MSM6J2JH,HSM6XRTA,ESM5MEBP
c__CFGB76357,,,,,,,,,,,,,0.11167,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB1226,,,,,,,,,,,,,0.08932,0,0,0,0,0,0.00077,0.0,0,0.06264,0,0,0,0,0,0,0,0,0.00273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10516,0.00459,0,0,0,0,0,0,0,0,0,0,0,0.18045,0.01301,0,0,0.01285,0,0
c__CFGB59744,,,,,,,,,,,,,0.08642,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB76465,,,,,,,,,,,,,0.08622,0,0,0,0,0,0.02465,0.0,0,0.09384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07539,0,0
c__CFGB1425,,,,,,,,,,,,,0.07399,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__Sphingobacteriia,,,,,,,,,,,,,0.07207,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB2954,,,,,,,,,,,,,0.06766,0,0,0,0,0,0.0207,0.0,0,0.10571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05564,0,0,0,0,0,0,0,0,0,0,0,0,0.03443,0,0
c__CFGB1211,,,,,,,,,,,,,0.06614,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558,0,0
c__Lentisphaeria,,,,,,,,,,,,,0.04692,0,0,0,0,0,0,0.0,0,0.22823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB2982,,,,,,,,,,,,,0.04617,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86971,0,0
c__CFGB1800,,,,,,,,,,,,,0.04224,0,0,0,0,0,0,0.0,0,0,0.09508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB13380,,,,,,,,,,,,,0.03698,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB76352,,,,,,,,,,,,,0.0297,0,0,0,0,0,0,0.0,0,0.45599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB9120,,,,,,,,,,,,,0.02872,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB2404,,,,,,,,,,,,,0.02808,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB3069,,,,,,,,,,,,,0.02065,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB12107,,,,,,,,,,,,,0.01851,0,0,0,0,0,0,0.0,0,0.60257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB32970,,,,,,,,,,,,,0.0178,0,0,0,0,0,0.10847,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0
c__CFGB1473,,,,,,,,,,,,,0.01658,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB1779,,,,,,,,,,,,,0.01491,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB1126,,,,,,,,,,,,,0.00996,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083,0,0,0.04174,0,0,0,0,0,0.00343,0,0,0,0,0,0,0,0.02299,0,0,0,0,0,0,0,0,0,0,0,0
c__CFGB2881,,,,,,,,,,,,,0.00668,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01057,0,0,0,0.00181,0,0
c__CFGB3529,,,,,,,,,,,,,0.00518,0,0,0,0,0,0,0.0,0,0.00144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB4405,,,,,,,,,,,,,5.37294,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB2403,,,,,,,,,,,,,4.82355,0,0,0,0,0,0,0.0,0,7.32901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB31455,,,,,,,,,,,,,0.47607,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB76420,,,,,,,,,,,,,0.32555,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB529,,,,,,,,,,,,,0.3182,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__Rhodobacterales,,,,,,,,,,,,,0.3105,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB4862,,,,,,,,,,,,,0.27537,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB2932,,,,,,,,,,,,,0.26176,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__Candidatus_Gastranaerophilales,,,,,,,,,,,,,0.17522,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07968,0,0
o__Campylobacterales,,,,,,,,,,,,,0.16987,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02344,0,0
o__OFGB76357,,,,,,,,,,,,,0.11167,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB1226,,,,,,,,,,,,,0.08932,0,0,0,0,0,0.00077,0.0,0,0.06264,0,0,0,0,0,0,0,0,0.00273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10516,0.00459,0,0,0,0,0,0,0,0,0,0,0,0.18045,0.01301,0,0,0.01285,0,0
o__OFGB59744,,,,,,,,,,,,,0.08642,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB76465,,,,,,,,,,,,,0.08622,0,0,0,0,0,0.02465,0.0,0,0.09384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07539,0,0
o__OFGB1425,,,,,,,,,,,,,0.07399,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__Sphingobacteriales,,,,,,,,,,,,,0.07207,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB2954,,,,,,,,,,,,,0.06766,0,0,0,0,0,0.0207,0.0,0,0.10571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05564,0,0,0,0,0,0,0,0,0,0,0,0,0.03443,0,0
o__OFGB1211,,,,,,,,,,,,,0.06614,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558,0,0
o__Victivallales,,,,,,,,,,,,,0.04692,0,0,0,0,0,0,0.0,0,0.22823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB2982,,,,,,,,,,,,,0.04617,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86971,0,0
o__OFGB1800,,,,,,,,,,,,,0.04224,0,0,0,0,0,0,0.0,0,0,0.09508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB13380,,,,,,,,,,,,,0.03698,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB76352,,,,,,,,,,,,,0.0297,0,0,0,0,0,0,0.0,0,0.45599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB9120,,,,,,,,,,,,,0.02872,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB2404,,,,,,,,,,,,,0.02808,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB3069,,,,,,,,,,,,,0.02065,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB12107,,,,,,,,,,,,,0.01851,0,0,0,0,0,0,0.0,0,0.60257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB32970,,,,,,,,,,,,,0.0178,0,0,0,0,0,0.10847,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0
o__OFGB1473,,,,,,,,,,,,,0.01658,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB1779,,,,,,,,,,,,,0.01491,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB1126,,,,,,,,,,,,,0.00996,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083,0,0,0.04174,0,0,0,0,0,0.00343,0,0,0,0,0,0,0,0.02299,0,0,0,0,0,0,0,0,0,0,0,0
o__OFGB2881,,,,,,,,,,,,,0.00668,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01057,0,0,0,0.00181,0,0
o__OFGB3529,,,,,,,,,,,,,0.00518,0,0,0,0,0,0,0.0,0,0.00144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB4405,,,,,,,,,,,,,5.37294,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB2403,,,,,,,,,,,,,4.82355,0,0,0,0,0,0,0.0,0,7.32901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Corynebacteriaceae,,,,,,,,,,,,,2.96032,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB31455,,,,,,,,,,,,,0.47607,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB76420,,,,,,,,,,,,,0.32555,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB529,,,,,,,,,,,,,0.3182,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Rhodobacteraceae,,,,,,,,,,,,,0.3105,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08753,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB4862,,,,,,,,,,,,,0.27537,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB2932,,,,,,,,,,,,,0.26176,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Candidatus_Gastranaerophilales_unclassified,,,,,,,,,,,,,0.17522,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.03064,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07968,0,0
f__Campylobacteraceae,,,,,,,,,,,,,0.16987,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB76357,,,,,,,,,,,,,0.11167,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Oxalobacteraceae,,,,,,,,,,,,,0.1017,0,0,0,0,0,0,0.0,0,0.50691,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.02511,0,0,0,0,0,0,0,0,0,0,0,0,0.00814,0,0
f__FGB1226,,,,,,,,,,,,,0.08932,0,0,0,0,0,0.00077,0.0,0,0.06264,0,0,0,0,0,0,0,0,0.00273,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.10516,0.00459,0,0,0,0,0,0,0,0,0,0,0,0.18045,0.01301,0,0,0.01285,0,0
f__FGB59744,,,,,,,,,,,,,0.08642,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB76465,,,,,,,,,,,,,0.08622,0,0,0,0,0,0.02465,0.0,0,0.09384,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.07539,0,0
f__FGB1425,,,,,,,,,,,,,0.07399,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00353,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__Sphingobacteriaceae,,,,,,,,,,,,,0.07207,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB2954,,,,,,,,,,,,,0.06766,0,0,0,0,0,0.0207,0.0,0,0.10571,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.05564,0,0,0,0,0,0,0,0,0,0,0,0,0.03443,0,0
f__FGB1211,,,,,,,,,,,,,0.06614,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.0558,0,0
f__Victivallaceae,,,,,,,,,,,,,0.04692,0,0,0,0,0,0,0.0,0,0.22823,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.15767,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB2982,,,,,,,,,,,,,0.04617,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.86971,0,0
f__FGB1800,,,,,,,,,,,,,0.04224,0,0,0,0,0,0,0.0,0,0,0.09508,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB13380,,,,,,,,,,,,,0.03698,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB76352,,,,,,,,,,,,,0.0297,0,0,0,0,0,0,0.0,0,0.45599,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB9120,,,,,,,,,,,,,0.02872,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB2404,,,,,,,,,,,,,0.02808,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB3069,,,,,,,,,,,,,0.02065,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.75539,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB12107,,,,,,,,,,,,,0.01851,0,0,0,0,0,0,0.0,0,0.60257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB32970,,,,,,,,,,,,,0.0178,0,0,0,0,0,0.10847,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.002,0,0
f__FGB1473,,,,,,,,,,,,,0.01658,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.08199,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB1779,,,,,,,,,,,,,0.01491,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB1126,,,,,,,,,,,,,0.00996,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.00083,0,0,0.04174,0,0,0,0,0,0.00343,0,0,0,0,0,0,0,0.02299,0,0,0,0,0,0,0,0,0,0,0,0
f__FGB2881,,,,,,,,,,,,,0.00668,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.01057,0,0,0,0.00181,0,0
f__FGB3529,,,,,,,,,,,,,0.00518,0,0,0,0,0,0,0.0,0,0.00144,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB1266,,,,,,,,,,,,,5.37294,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB6601,,,,,,,,,,,,,4.82355,0,0,0,0,0,0,0.0,0,7.32901,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Corynebacterium,,,,,,,,,,,,,2.96032,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__Paraprevotella,,,,,,,,,,,,,1.15561,0.06955,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,15.78095,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0.17966,0,0.10818,0,0,0,0
g__GGB3345,,,,,,,,,,,,,0.87647,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB1407,,,,,,,,,,,,,0.4709,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
g__GGB9677,,,,,,,,,,,,,0.43198,0,0,0,0,0,0,0.0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
